Date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2,isin_ozone_for_home_team,isin_ozone_for_away_team,zone_entry_success,Position,is_forward,Entry_Type,Game,Dumped,Played,Carried,timeline,us_powerplay,canada_powerplay,Y_coordinate_centered,Blayre Turnbull,Emma Maltais,Savannah Harmon,Abbey Murphy,Jamie Lee Rattray,Ashton Bell,Cayla Barnes,Hilary Knight,Jessie Eldridge,Julia Gosling,Taylor Heise,Jamie Bourbonnais,Rory Guilday,Sarah Nurse,Brianne Jenner,Jessica DiGirolamo,Sarah Fillier,Ella Shelton,Rebecca Gilmore,Grace Zumwinkle,Hayley Scamurra,Renata Fast,Megan Keller,Jocelyne Larocque,Marie-Philip Poulin,Kelly Pannek,Britta Curl,Lacey Eden,Alex Carpenter,Abby Roque,Tessa Janecke,Hannah Bilka,Laura Stacey,Kristin O'Neill,Haley Winn,Gabbie Hughes,Emily Clark,Erin Ambrose,Natalie Buchbinder,Sophie Jaques,Laila Edwards,Kirsten Simms,Caroline Harvey,Anna Wilgren,Nicole Gosling,Loren Gabel,Danielle Serdachny,Jennifer Gardiner,Anne Cherkowski,Allyson Simpson,Casey O'Brien,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
2023-11-08,Women - United States,Women - Canada,1,17:17,5,5,0,0,Women - United States,Grace Zumwinkle,Zone Entry,125,81,Dumped,,,,Renata Fast,,,True,False,False,F,True,Dumped,2023-11-08,True,False,False,163,0,0,38.5,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7524353392242547,1.227532839683768,0.7122813416899846,0.6343956113825873,1.3763814568346069
2023-11-08,Women - United States,Women - Canada,1,17:07,5,5,0,0,Women - Canada,Emma Maltais,Zone Entry,124,2,Dumped,,,,Rory Guilday,,,False,True,True,F,True,Dumped,2023-11-08,True,False,False,173,0,0,-40.5,1.0,1.0,0.0,1,0.0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218646822915892,1.0663205307168042,0.6804914827911344,1.0978499603246372,0.783403610666821
2023-11-08,Women - United States,Women - Canada,1,16:33,5,5,0,0,Women - United States,Cayla Barnes,Zone Entry,126,4,Dumped,,,,Jocelyne Larocque,,,True,False,False,D,False,Dumped,2023-11-08,True,False,False,207,0,0,-38.5,0.0,0.0,0.0,1,0.0,0.0,1.0,1,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875346189076414,1.0165976535454713,0.7685712218449376,1.164834711798708,0.5306175098593624
2023-11-08,Women - United States,Women - Canada,1,16:22,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,126,83,Dumped,,,,Ashton Bell,,,True,False,False,F,True,Dumped,2023-11-08,True,False,False,218,0,0,40.5,0.0,0.0,1.0,0,0.0,1.0,1.0,1,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007172410360595,0.8696432815734613,1.370302181669405,0.7373182338736799,0.5759181626531049
2023-11-08,Women - United States,Women - Canada,1,16:07,5,5,0,0,Women - Canada,Ashton Bell,Zone Entry,125,49,Dumped,,,,Savannah Harmon,,,False,True,True,D,False,Dumped,2023-11-08,True,False,False,233,0,0,6.5,0.0,0.0,1.0,0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0578129318676797,0.7817936518839576,1.3829996972901084,0.8258954422325023,0.8543050708414478
2023-11-08,Women - United States,Women - Canada,1,15:40,5,5,0,0,Women - Canada,Emily Clark,Zone Entry,124,41,Carried,,,,Savannah Harmon,,,False,True,True,F,True,Carried,2023-11-08,False,False,True,260,0,0,-1.5,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708768131596208,0.7153191924967988,0.9836709098124826,0.9602769505899666,1.0314368842301112
2023-11-08,Women - United States,Women - Canada,1,14:07,5,5,0,0,Women - United States,Haley Winn,Zone Entry,125,80,Dumped,,,,Jamie Bourbonnais,,,True,False,False,D,False,Dumped,2023-11-08,True,False,False,353,0,0,37.5,1.0,1.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8288264679648171,1.1447800391534373,0.9019905001059032,0.6255153784824465,1.1499683111597705
2023-11-08,Women - United States,Women - Canada,1,13:46,5,5,0,0,Women - United States,Abbey Murphy,Zone Entry,125,76,Dumped,,,,Jocelyne Larocque,,,True,False,False,F,True,Dumped,2023-11-08,True,False,False,374,0,0,33.5,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0269889418363194,1.0800257281224404,0.6520395785411351,1.2704437878072865,0.4526202495971835
2023-11-08,Women - United States,Women - Canada,1,13:31,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,125,8,Carried,,,,Haley Winn,,,False,True,False,F,True,Carried,2023-11-08,False,False,True,389,0,0,-34.5,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0152328045717864,1.099558411828991,0.6549352381079241,1.262449017678253,0.4406852074982535
2023-11-08,Women - United States,Women - Canada,1,13:14,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,127,35,Carried,,,,Haley Winn,,,False,True,False,F,True,Carried,2023-11-08,False,False,True,406,0,0,-7.5,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941838096910594,1.053805865302137,0.6764125494473153,1.2555282216044588,0.4788609099330242
2023-11-08,Women - United States,Women - Canada,1,12:28,5,5,0,0,Women - Canada,Blayre Turnbull,Zone Entry,125,81,Carried,,,,Rory Guilday,,,False,True,False,F,True,Carried,2023-11-08,False,False,True,452,0,0,38.5,1.0,1.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6380080574034424,1.177522350621535,0.7385359239273906,0.4490088984855625,1.749899279793811
2023-11-08,Women - United States,Women - Canada,1,11:54,5,5,0,0,Women - Canada,Jamie Lee Rattray,Zone Entry,124,81,Dumped,,,,Natalie Buchbinder,,,False,True,True,F,True,Dumped,2023-11-08,True,False,False,486,0,0,38.5,0.0,0.0,1.0,0,1.0,1.0,0.0,0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111758025124805,0.8268514969693072,1.1143448194324137,0.4869436866189764,1.6410848494915875
2023-11-08,Women - United States,Women - Canada,1,11:03,5,5,0,0,Women - United States,Megan Keller,Zone Entry,125,73,Carried,,,,Renata Fast,,,True,False,False,D,False,Carried,2023-11-08,False,False,True,537,0,0,30.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0268609576588028,0.7979782878283517,0.649548223612252,1.282011379140385,0.8511261482289311
2023-11-08,Women - United States,Women - Canada,1,10:56,5,5,0,0,Women - United States,Lacey Eden,Zone Entry,125,82,Played,,,,Renata Fast,,,True,False,True,F,True,Played,2023-11-08,False,True,False,544,0,0,39.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041235665654746,0.8046752046701657,0.653261409408514,1.276399670409122,0.8487728679845348
2023-11-08,Women - United States,Women - Canada,1,9:28,5,4,0,0,Women - United States,Alex Carpenter,Zone Entry,125,9,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,632,1,0,-33.5,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001003209776631,0.5708475191612723,1.8509176208444889,0.5571654627476542,0.6038617637733248
2023-11-08,Women - United States,Women - Canada,1,8:25,5,5,0,0,Women - Canada,Renata Fast,Zone Entry,124,39,Carried,,,,Megan Keller,,,False,True,True,D,False,Carried,2023-11-08,False,False,True,695,0,0,-3.5,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7242647779241856,1.1835586583915882,0.756175126368764,0.5518925403642417,1.5012023560053382
2023-11-08,Women - United States,Women - Canada,1,8:13,5,5,0,0,Women - United States,Grace Zumwinkle,Zone Entry,125,84,Dumped,,,,Jocelyne Larocque,,,True,False,True,F,True,Dumped,2023-11-08,True,False,False,707,0,0,41.5,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868510055611088,1.1799132926427742,0.6895462041700681,0.7609523115026965,1.2287144354977406
2023-11-08,Women - United States,Women - Canada,1,7:11,5,4,0,0,Women - United States,Hilary Knight,Zone Entry,125,83,Carried,,,,Jamie Bourbonnais,,,True,False,False,F,True,Carried,2023-11-08,False,False,True,769,1,0,40.5,1.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861547318265545,0.8467848786426732,0.5038270732708777,1.282448209864034,0.7415534063516437
2023-11-08,Women - United States,Women - Canada,1,6:25,5,4,0,0,Women - United States,Hannah Bilka,Zone Entry,125,65,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,815,1,0,22.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726048212759338,0.4536991368700308,0.8686233664793263,1.185049900744143,0.843187773663833
2023-11-08,Women - United States,Women - Canada,1,6:07,5,4,0,0,Women - United States,Cayla Barnes,Zone Entry,126,82,Carried,,,,Ella Shelton,,,True,False,True,D,False,Carried,2023-11-08,False,False,True,833,1,0,39.5,0.0,1.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651977651457744,0.4816562809356927,1.8983892832385303,0.4421853059081285,0.4923992442272575
2023-11-08,Women - United States,Women - Canada,1,5:45,5,4,0,0,Women - Canada,Emma Maltais,Zone Entry,125,81,Carried,,,,Cayla Barnes,,,False,True,True,F,True,Carried,2023-11-08,False,False,True,855,1,0,38.5,0.0,1.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.960147171775933,0.496931000081672,1.8851642026792403,0.4361551056426792,0.4873516952256268
2023-11-08,Women - United States,Women - Canada,1,4:42,5,5,0,0,Women - Canada,Sarah Fillier,Zone Entry,125,17,Carried,,,,Megan Keller,,,False,True,True,F,True,Carried,2023-11-08,False,False,True,918,0,0,-25.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709730831859957,1.1437299198938882,0.9069934996359992,0.4081709092702556,1.519182810878718
2023-11-08,Women - United States,Women - Canada,1,4:17,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,124,44,Carried,,,,Rory Guilday,,,False,True,False,F,True,Carried,2023-11-08,False,False,True,943,0,0,1.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791309891964226,1.1146017745844865,0.9175011167967084,0.5868077250690249,1.2399470500672154
2023-11-08,Women - United States,Women - Canada,1,4:06,5,5,0,0,Women - Canada,Jessie Eldridge,Zone Entry,124,5,Carried,,,,Cayla Barnes,,,False,True,True,F,True,Carried,2023-11-08,False,False,True,954,0,0,-37.5,0.0,0.0,0.0,0,0.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226136646712513,1.0021676778356918,0.8410018387968415,0.7196940026666476,1.7324476806931095
2023-11-08,Women - United States,Women - Canada,1,3:49,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,126,38,Dumped,,,,Ashton Bell,,,True,False,False,F,True,Dumped,2023-11-08,True,False,False,971,0,0,-4.5,0.0,0.0,0.0,1,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663170521283226,0.9997615056158662,0.5585505327050478,0.8381189168998978,1.6477048941257022
