Date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2,isin_ozone_for_home_team,isin_ozone_for_away_team,zone_entry_success,Position,is_forward,Entry_Type,Game,Dumped,Played,timeline,Blayre Turnbull,Emma Maltais,Savannah Harmon,Abbey Murphy,Jamie Lee Rattray,Ashton Bell,Cayla Barnes,Hilary Knight,Jessie Eldridge,Julia Gosling,Taylor Heise,Jamie Bourbonnais,Rory Guilday,Sarah Nurse,Brianne Jenner,Jessica DiGirolamo,Sarah Fillier,Ella Shelton,Rebecca Gilmore,Grace Zumwinkle,Hayley Scamurra,Renata Fast,Megan Keller,Jocelyne Larocque,Marie-Philip Poulin,Kelly Pannek,Britta Curl,Lacey Eden,Alex Carpenter,Abby Roque,Tessa Janecke,Hannah Bilka,Laura Stacey,Kristin O'Neill,Haley Winn,Gabbie Hughes,Emily Clark,Erin Ambrose,Natalie Buchbinder,Sophie Jaques,Laila Edwards,Kirsten Simms,Caroline Harvey,Anna Wilgren,Nicole Gosling,Loren Gabel,Danielle Serdachny,Jennifer Gardiner,Anne Cherkowski,Allyson Simpson,Casey O'Brien,Y_coordinate_centered,us_powerplay,canada_powerplay
2023-11-08,Women - United States,Women - Canada,1,9:28,5,4,0,0,Women - United States,Alex Carpenter,Zone Entry,125,9,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-08,False,False,632,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.5,1,0
2023-11-08,Women - United States,Women - Canada,1,8:25,5,5,0,0,Women - Canada,Renata Fast,Zone Entry,124,39,Carried,,,,Megan Keller,,,False,True,True,D,False,Carried,2023-11-08,False,False,695,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,0,0
2023-11-08,Women - United States,Women - Canada,1,8:13,5,5,0,0,Women - United States,Grace Zumwinkle,Zone Entry,125,84,Dumped,,,,Jocelyne Larocque,,,True,False,True,F,True,Dumped,2023-11-08,True,False,707,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0,0
2023-11-08,Women - United States,Women - Canada,1,7:11,5,4,0,0,Women - United States,Hilary Knight,Zone Entry,125,83,Carried,,,,Jamie Bourbonnais,,,True,False,False,F,True,Carried,2023-11-08,False,False,769,1.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,1,0
2023-11-08,Women - United States,Women - Canada,1,6:25,5,4,0,0,Women - United States,Hannah Bilka,Zone Entry,125,65,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-08,False,False,815,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,1,0
2023-11-08,Women - United States,Women - Canada,1,6:07,5,4,0,0,Women - United States,Cayla Barnes,Zone Entry,126,82,Carried,,,,Ella Shelton,,,True,False,True,D,False,Carried,2023-11-08,False,False,833,0.0,1.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,1,0
2023-11-08,Women - United States,Women - Canada,1,5:45,5,4,0,0,Women - Canada,Emma Maltais,Zone Entry,125,81,Carried,,,,Cayla Barnes,,,False,True,True,F,True,Carried,2023-11-08,False,False,855,0.0,1.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,1,0
2023-11-08,Women - United States,Women - Canada,1,4:42,5,5,0,0,Women - Canada,Sarah Fillier,Zone Entry,125,17,Carried,,,,Megan Keller,,,False,True,True,F,True,Carried,2023-11-08,False,False,918,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.5,0,0
2023-11-08,Women - United States,Women - Canada,1,4:17,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,124,44,Carried,,,,Rory Guilday,,,False,True,False,F,True,Carried,2023-11-08,False,False,943,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0
2023-11-08,Women - United States,Women - Canada,1,4:06,5,5,0,0,Women - Canada,Jessie Eldridge,Zone Entry,124,5,Carried,,,,Cayla Barnes,,,False,True,True,F,True,Carried,2023-11-08,False,False,954,0.0,0.0,0.0,0,0.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,0,0
2023-11-08,Women - United States,Women - Canada,1,3:49,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,126,38,Dumped,,,,Ashton Bell,,,True,False,False,F,True,Dumped,2023-11-08,True,False,971,0.0,0.0,0.0,1,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0,0
2023-11-08,Women - United States,Women - Canada,1,3:43,5,5,0,0,Women - Canada,Ashton Bell,Zone Entry,124,46,Carried,,,,Savannah Harmon,,,False,True,True,D,False,Carried,2023-11-08,False,False,977,0.0,0.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,0
2023-11-08,Women - United States,Women - Canada,1,3:27,5,5,0,0,Women - Canada,Emma Maltais,Zone Entry,124,8,Dumped,,,,Natalie Buchbinder,,,False,True,True,F,True,Dumped,2023-11-08,True,False,993,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.5,0,0
2023-11-08,Women - United States,Women - Canada,1,2:39,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,125,12,Carried,,,,Megan Keller,,,False,True,True,F,True,Carried,2023-11-08,False,False,1041,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.5,0,0
2023-11-08,Women - United States,Women - Canada,1,1:58,4,5,0,0,Women - Canada,Sarah Fillier,Zone Entry,124,68,Dumped,,,,Rory Guilday,,,False,True,False,F,True,Dumped,2023-11-08,True,False,1082,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0,1,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0,1
2023-11-08,Women - United States,Women - Canada,1,1:33,4,5,0,0,Women - United States,Cayla Barnes,Zone Entry,126,35,Dumped,,,,Jamie Bourbonnais,,,True,False,False,D,False,Dumped,2023-11-08,True,False,1107,0.0,0.0,0.0,0,1.0,0.0,1.0,0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0,1
2023-11-08,Women - United States,Women - Canada,1,1:22,4,5,0,0,Women - Canada,Julia Gosling,Zone Entry,125,70,Carried,,,,Cayla Barnes,,,False,True,True,F,True,Carried,2023-11-08,False,False,1118,0.0,0.0,0.0,0,1.0,0.0,1.0,0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0,1
